Measurement Name :,20230622_SDR710_Run02_Plate04_PI,,Generated On :,"22/06/2023, 17:48:24",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
22.06.23 15:45:57,85.48,187.34,175.41,181.78,190.26,205.05,195.02,210.21,223.55,197.78,204.15,198.69,209.29,217.91,205.87,192.81,191.62,195.26,193.16,207.12,191.25,211.75,166.67,215,204.38,,25,965,33,25.71,
22.06.23 15:46:12,85.73,179.65,185.5,191.74,199.08,190.84,222.19,220.45,211.59,206.21,214.97,204.72,187.23,218.2,205.01,185.56,213.41,181.74,210.63,201.25,186.9,204.16,149.68,215.3,196.86,,25,965,33,25.71,
22.06.23 15:46:27,85.98,189.92,195.77,182.05,195.76,193.14,171.73,219.27,214.49,203.29,170.88,188.5,211.31,164.91,189.06,164.34,161.66,193.55,181.5,207.71,205.39,207.36,167.49,228.75,201.02,,25,965,33,25.73,
22.06.23 15:46:42,86.23,198.32,205.33,186.87,200.19,200.38,216.02,214.29,222.37,208.27,194.09,185.98,206.42,213.78,186.82,177.58,205,208.5,195.75,238.57,209.87,208.53,147.82,201.26,220.86,,25,965,33,25.74,
22.06.23 15:46:57,86.48,183.34,212.97,177,203.81,180.61,226.94,211.08,221.49,207.68,209.97,231.83,207.85,187.02,201.56,183.08,200.7,155.03,182.06,237.02,204.49,229.33,168.59,222.74,193.82,,25,965,33,25.74,
22.06.23 15:47:12,86.73,203.89,217.41,189.03,198.24,201.25,193.89,211.08,201.85,217.74,228.98,224.35,241.53,199.82,184.58,192.53,195.29,234.64,205.92,203,210.17,200.39,165.31,171.61,234.56,,25,965,33,25.75,
22.06.23 15:47:27,86.98,202.42,208.55,173.58,198.8,197.18,194.74,245.46,213.62,236.21,194.95,216.36,208.14,205.89,191.31,194.77,209.05,172.62,190.01,222.35,225.04,189.81,159.87,224.23,191.07,,25,965,33,25.75,
22.06.23 15:47:43,87.25,177.67,207.67,187.41,191.63,174.71,200.7,213.41,209.28,180.67,217.33,196.98,224.16,186.46,197.55,185.84,193.88,177.3,167.29,187.94,188.06,173.57,173.82,206.49,189.16,,25,965,33,25.78,
22.06.23 15:47:58,87.5,191.65,197.78,182.32,213.12,187.7,231.42,216.34,226.51,206.51,212.91,242.77,218.29,178.91,217.83,177.86,189.09,148.41,180.93,229.64,187.19,163.44,159.6,228.45,185.07,,25,965,33,25.78,
22.06.23 15:48:13,87.75,205.65,194.91,191.19,217.4,203,232.32,245.46,225.62,258.09,210.56,212.26,241.53,223.26,192.73,206.99,205,198.97,180.09,214.84,214.08,208.53,165.58,213.82,196.58,,25,965,33,25.8,
22.06.23 15:48:28,88,203.59,188.05,194.73,191.08,180.61,187.16,218.69,217.69,195.47,226.87,186.54,221.81,192.68,204.14,160.87,202.7,151.05,215.37,219.03,177.42,221.52,176.6,206.78,170.34,,25,965,33,25.78,
22.06.23 15:48:43,88.25,175.98,173.18,190.65,195.48,190.56,188.55,225.49,206.41,177.87,167.32,198.12,211.6,185.06,202.42,164.6,191.05,180.35,207.98,219.03,166.69,200.68,164.76,194.93,194.09,,25,965,33,25.81,
22.06.23 15:48:58,88.5,205.06,188.05,195.28,224.31,188.55,221.6,238.73,228.58,211.51,203.28,203.57,217.7,180.03,208.77,176.22,216.34,209.66,216.27,205.94,225.96,224.81,169.14,196.36,149.81,,25,965,33,25.81,
22.06.23 15:49:13,88.75,195.7,184.66,176.21,197.69,195.45,221.9,207.02,209.57,196.33,189.83,192.73,205.56,185.34,205.58,193.65,194.44,183.13,193.16,234.86,211.07,214.4,157.71,213.23,213.98,,25,965,33,25.84,
22.06.23 15:49:28,89,192.81,175.96,192.82,214.83,193.72,199.28,202.42,215.94,205.33,225.37,196.7,222.39,188.43,196.7,176.76,196.43,212.58,198.06,216.33,225.34,203.58,157.98,210,197.41,,25,965,33,25.83,
22.06.23 15:49:43,89.25,195.99,195.19,198.01,211.7,188.84,228.43,234.49,221.2,222.53,230.19,219.6,234.58,205.02,199.55,197.59,218.1,174.81,206.51,219.94,217.41,200.39,150.75,223.04,204.66,,25,965,33,25.85,
22.06.23 15:49:58,89.5,193.1,177.36,183.12,190.54,180.89,226.64,221.64,195.06,188.6,209.1,185.98,191.41,157.62,214.89,176.22,205.58,238.29,201.83,230.87,192.13,170.82,186.96,223.04,185.62,,25,965,33,25.85,
22.06.23 15:50:13,89.75,197.45,197.5,198.29,205.78,194.58,213.39,215.46,224.44,203,226.87,236.37,222.1,202.99,216.66,181.7,204.43,205.01,215.07,220.54,218.02,190.94,180.5,219.15,211.42,,25,965,33,25.88,
22.06.23 15:50:28,90,197.74,213.56,181.25,223.15,208.58,211.35,194.72,217.1,210.33,203.28,195.56,222.39,194.39,198.98,204.41,237.82,155.84,178.97,225.07,221.97,202.13,161.5,252.46,207.75,,25,965,33,25.88,
22.06.23 15:50:44,90.27,206.24,197.21,193.91,234.24,188.84,222.49,228.18,219.44,209.15,220.29,243.39,228.01,173.93,209.35,206.99,211.08,193.27,202.13,250.78,201.53,207.36,162.04,231.78,212.84,,25,965,33,25.89,
22.06.23 15:50:59,90.52,172.34,190.9,198.01,204.37,179.76,213.1,220.75,214.49,180.39,227.77,211.39,201.85,198.39,211.39,181.42,211.95,153.97,214.78,195.72,196.52,198.95,138.87,204.16,215.69,,25,965,33,25.91,
22.06.23 15:51:14,90.77,215.76,195.19,195.28,225.76,210.05,226.34,244.54,220.32,215.66,217.33,219.9,200.99,224.45,190.75,198.16,232.08,190.43,199.51,228.73,238.69,189.24,177.99,228.15,178.87,,25,965,33,25.89,
22.06.23 15:51:29,91.02,191.65,200.1,195,218.83,203,214.55,209.63,216.52,194.03,212.91,193.01,204.13,199.54,215.48,170.25,211.95,181.46,205.34,231.79,200.64,203.58,168.04,225.44,186.7,,25,965,33,25.92,
22.06.23 15:51:44,91.27,187.63,200.97,189.03,203.25,229.26,209.03,220.75,222.37,200.96,235.95,201.84,240.61,207.34,218.72,186.4,196.99,206.75,197.19,197.17,199.16,211.16,193.5,213.82,192.17,,25,965,33,25.92,
22.06.23 15:51:59,91.52,201.83,203,194.18,199.63,203.59,203.85,235.09,229.47,223.44,218.22,228.83,230.69,217.91,235.76,199.01,245.77,133.56,198.06,243.55,219.54,198.38,157.44,205.61,179.67,,25,965,33,25.94,
22.06.23 15:52:14,91.77,220.57,202.13,193.91,197.69,223.8,210.48,248.23,234.25,209.44,217.92,239.11,235.48,197.82,202.42,183.08,235.4,204.73,185.74,231.17,200.94,239.38,152.62,215,238.7,,25,965,33,25.96,
22.06.23 15:52:29,92.02,189.35,198.94,191.74,193.28,217.49,235.64,230.58,206.7,237.13,205.89,227.03,220.04,195.53,210.22,175.4,224.6,188.46,233.79,202.12,227.5,210.87,178.54,193.78,181.29,,25,965,33,25.96,
22.06.23 15:52:44,92.27,183.06,210.61,208.25,199.91,173.88,231.72,207.89,221.2,214.77,234.73,219.9,229.8,192.96,216.66,188.06,200.7,176.47,181.5,231.79,221.36,183.88,163.94,179.1,213.7,,25,965,33,25.96,
22.06.23 15:52:59,92.52,189.64,187.77,199.93,226.63,238.16,229.62,236,228.28,213.28,211.44,258.3,237.89,188.72,219.01,190.85,222.82,191.28,210.04,220.84,197.69,199.53,180.78,233.91,199.91,,25,965,33,25.99,
22.06.23 15:53:14,92.77,176.26,190.62,193.64,200.47,161.18,213.68,214.58,235.15,210.03,222.08,205.58,213.63,177.53,200.41,188.06,206.73,157.17,198.35,206.82,217.41,182.48,153.42,213.23,167.7,,25,965,33,25.99,
22.06.23 15:53:29,93.02,174.86,205.04,183.65,211.13,207.69,234.13,205.58,219.44,214.47,204.15,216.95,204.99,183.66,214.89,187.23,187.13,186.77,208.86,213.64,210.47,209.4,162.31,240.65,204.38,,25,965,33,25.99,
22.06.23 15:53:44,93.27,204.77,207.96,191.47,185.36,183.43,247.84,242.7,213.91,193.74,219.4,225.24,236.99,205.02,213.72,185.56,220.45,153.7,192.59,213.64,205.98,186.7,160.14,219.45,204.09,,25,965,33,26.02,
22.06.23 15:53:59,93.52,199.2,196.06,190.11,202.14,180.33,228.43,245.46,204.98,205.63,223.87,214.6,214.5,185.9,197.84,182.52,207.31,204.73,208.86,193.69,208.37,230.24,177.43,204.45,189.98,,25,965,33,26.02,
22.06.23 15:54:14,93.77,186.77,193.47,199.66,189.44,157.09,210.48,226.09,217.4,186.61,223.28,189.34,232.48,208.51,179.03,155.58,201.27,189.02,205.34,242.62,212.27,209.11,147.82,214.41,213.41,,25,965,33,26.03,
22.06.23 15:54:29,94.02,205.95,190.9,181.78,213.12,198.92,207.88,228.78,216.52,226.15,243.62,213.14,215.37,214.36,226.43,189.73,201.27,192.98,226.78,213.94,215.29,185.29,184.43,232.39,179.67,,25,965,33,26.03,
22.06.23 15:54:44,94.27,184.48,178.75,197.46,210.28,203,231.42,236,220.32,191.74,201.26,218.72,204.13,187.31,209.93,183.9,226.69,186.21,199.8,235.79,205.09,227.22,159.87,217.07,175.92,,25,965,33,26.05,
22.06.23 15:54:59,94.52,217.56,195.48,196.09,193.55,211.24,250,226.98,225.62,197.2,203.28,223.16,190.85,191.54,224.94,159.54,189.93,180.63,222.55,232.71,193.88,186.42,155.03,223.04,195.2,,25,965,33,26.06,
22.06.23 15:55:15,94.78,221.48,219.2,209.37,215.97,190.27,209.32,214.58,236.96,200.38,229.58,214.6,225.34,201.55,218.72,195.06,218.98,213.75,194.31,245.12,178.85,198.66,179.1,209.41,230.74,,25,965,33,26.06,
22.06.23 15:55:30,95.03,193.1,203.87,213.01,202.7,222.29,215.72,216.92,225.03,197.78,230.49,216.95,246.1,185.9,188.22,197.59,226.69,208.2,191.44,216.93,190.38,195.79,206.78,220.94,194.65,,25,965,33,26.06,
22.06.23 15:55:45,95.28,185.91,195.19,198.83,203.25,186.27,202.13,228.18,222.67,186.32,225.67,203.85,196.46,199.25,200.7,180.05,212.53,187.9,186.02,223.56,184.3,190.66,194.07,194.64,182.37,,25,965,33,26.08,
22.06.23 15:56:00,95.53,195.7,217.71,203.25,211.98,181.17,240.49,225.49,213.04,190.88,222.38,202.99,207.28,198.1,209.93,177.31,186.85,170.15,227.08,207.12,190.09,175.51,176.04,213.82,175.12,,25,965,33,26.08,
22.06.23 15:56:15,95.78,222.69,202.42,194.18,209.44,223.8,217.19,223.41,242.4,198.06,208.22,235.76,208.72,203.28,201.56,193.93,211.66,175.64,210.04,210.67,211.67,230.24,167.49,224.53,172.46,,25,965,33,26.1,
22.06.23 15:56:30,96.03,190.21,182.96,208.53,221.71,196.31,219.24,240.56,256.85,196.91,217.62,215.19,225.05,195.24,211.97,187.51,209.34,174.54,186.31,219.03,182.86,216.17,174.38,226.94,199.63,,25,965,33,26.1,
22.06.23 15:56:45,96.28,198.32,198.65,190.65,211.42,207.69,216.89,215.16,211.01,190.31,210.27,214.89,227.42,197.82,198.41,183.63,213.99,162.28,160.17,207.41,198.58,205.9,175.21,217.97,177.53,,25,965,33,26.1,
22.06.23 15:57:00,96.53,183.91,174.29,189.03,204.09,200.38,204.71,202.13,203.84,215.66,212.32,209.06,209.29,176.42,207.03,183.35,211.95,173.71,168.39,216.63,190.38,219.14,162.86,168.59,167.97,,25,965,33,26.1,
22.06.23 15:57:15,96.78,195.12,191.76,196.64,202.14,172.21,214.26,214.87,215.94,205.04,209.68,216.07,226.23,209.97,186.54,182.52,229.98,155.84,196.04,218.13,183.72,191.23,162.58,231.78,183.99,,25,965,33,26.1,
22.06.23 15:59:14,98.77,202.12,185.5,188.22,200.19,190.27,216.31,250.4,205.84,191.74,179.73,250.8,230.69,196.96,197.27,178.13,221.93,188.46,205.63,217.53,189.51,195.79,169.41,238.5,182.91,,25,965,33,26.13,
22.06.23 15:59:29,99.02,203,206.5,174.36,199.63,218.98,219.24,223.12,220.03,187.74,220.59,217.24,191.69,187.59,211.09,190.57,219.57,174.54,173.38,247,213.48,172.75,185.84,211.17,214.55,,25,965,33,26.16,
22.06.23 15:59:44,99.27,167.6,183.81,190.65,198.24,226.52,169.01,233.28,227.1,198.64,222.68,225.84,221.22,192.11,205.01,167.02,225.49,185.93,180.37,179.41,202.71,209.7,165.31,215.3,180.21,,25,965,33,26.14,
22.06.23 15:59:59,99.52,188.49,225.8,196.64,204.37,221.39,211.93,218.39,221.79,204.17,215.26,226.13,247.93,180.3,213.14,187.78,228.48,192.42,182.91,235.48,220.75,211.16,170.79,228.75,162.98,,25,965,33,26.14,
22.06.23 16:00:14,99.77,173.18,184.37,182.05,197.41,192.85,213.97,237.21,207.27,173.41,220.59,222.27,207.56,253.84,203.85,201.28,218.1,146.04,165.09,215.73,185.74,209.7,159.87,186.96,146.76,,25,965,33,26.17,
22.06.23 16:00:29,100.02,180.22,186.35,198.01,227.79,221.99,207.88,236.91,217.69,214.77,252.63,227.63,234.88,171.46,242.77,181.15,222.82,194.4,205.92,287.18,178.28,200.11,167.49,303.06,166.13,,25,965,33,26.16,
22.06.23 16:00:44,100.27,213.07,215.93,205.19,207.18,258.57,242.93,235.4,254.98,238.98,259.56,262.08,232.18,210.84,248.01,218.87,219.27,137.43,176.16,244.18,270.49,233.27,137.31,246.84,213.7,,25,965,33,26.16,
22.06.23 16:00:59,100.52,175.14,226.11,194.46,217.4,205.64,246.3,252.57,256.22,238.36,211.73,196.7,219.16,199.25,220.78,215.66,224.6,186.21,237.16,243.24,206.88,218.54,182.18,199.53,218.56,,25,965,33,26.16,
22.06.23 16:01:14,100.77,184.2,188.91,197.74,207.46,245.3,232.02,226.98,225.03,226.15,222.98,286.25,259.39,199.82,197.27,175.4,274.4,221.73,208.27,238.88,191.84,169.99,180.5,255.93,182.91,,25,965,33,26.16,
22.06.23 16:01:29,101.02,203.89,177.64,206.86,196.58,225.92,219.54,218.39,258.72,220.13,268.49,248.32,248.86,195.53,228.53,211.02,199.27,177.57,220.15,208.01,234,209.7,148.62,226.34,241.38,,25,965,33,26.16,
22.06.23 16:01:44,101.27,205.36,214.45,200.76,208.03,240.01,248.45,216.04,229.77,224.04,231.09,269.07,217.99,183.66,227.03,172.68,232.08,201.27,184.89,226.9,218.32,229.33,171.34,268.67,191.9,,25,965,33,26.13,
22.06.23 16:01:59,101.52,214.86,178.47,215.83,216.25,187.13,237.45,231.18,226.8,216.85,200.4,172.97,230.99,179.19,195.56,171.06,250.09,195.83,195.75,240.75,208.37,252.1,160.14,248.09,211.71,,25,965,33,26.13,
22.06.23 16:02:14,101.77,222.39,208.26,223.23,222,196.31,226.34,236.91,215.36,206.51,210.27,258.61,276.82,229.86,232.13,235.18,222.52,220.84,194.02,243.24,225.34,227.82,198.37,214.41,192.17,,25,965,33,26.13,
22.06.23 16:02:29,102.02,174.86,217.41,208.81,203.25,219.88,213.39,256.94,226.51,228.88,210.56,255.16,241.53,232.27,214.6,159.01,246.38,249.38,215.67,235.17,192.71,217.95,194.93,192.07,202.7,,25,965,33,26.11,
22.06.23 16:02:44,102.27,198.61,200.97,187.95,233.94,217.79,236.24,241.17,209,212.99,200.11,213.14,228.61,200.69,229.43,207.56,213.41,192.7,221.05,239.5,239.31,220.33,161.77,152.62,222.88,,25,965,33,26.1,
22.06.23 16:02:59,102.52,170.1,216.82,206.58,202.97,210.94,220.72,209.63,243.31,200.38,217.33,209.35,214.5,179.75,235.76,187.78,189.65,175.37,218.65,213.05,242.14,217.65,203,224.84,180.48,,25,965,33,26.1,
22.06.23 16:03:14,102.77,206.24,219.8,211.33,225.76,227.74,222.19,242.09,207.27,202.42,239.93,224.05,209.87,217.31,211.39,191.13,230.58,148.41,236.24,268.72,176.85,170.54,164.49,211.46,181.83,,25,965,33,26.08,
22.06.23 16:03:29,103.02,183.06,190.33,215.55,208.59,197.18,208.74,238.43,238.76,178.99,201.84,214.89,222.98,227.75,214.89,189.45,183.78,212.58,174.49,175.47,204.79,210.28,153.15,260.99,203.81,,25,965,33,26.08,
22.06.23 16:03:44,103.27,213.07,193.19,192.55,205.21,196.89,209.61,220.45,252.2,240.22,219.7,244.62,230.69,200.97,230.93,196.75,220.45,164.17,196.04,240.44,200.64,171.64,161.5,205.9,188.34,,25,965,33,26.05,
22.06.23 16:03:59,103.52,189.06,210.02,192.82,239.56,203,211.64,228.78,246.67,171.74,191.53,250.49,225.94,205.31,196.41,188.62,202.13,216.11,161.53,228.12,209.57,207.94,192.07,247.77,208.88,,25,965,33,26.05,
22.06.23 16:04:14,103.77,209.8,203,197.46,208.31,221.69,252.48,276.33,190.02,192.02,234.43,241.85,231.29,237.44,205.3,185.01,219.27,191,236.24,266.78,246.57,209.99,147.82,241.27,198.24,,25,965,33,26.03,
22.06.23 16:04:29,104.02,177.11,217.41,221.8,210,194.01,252.48,261.97,233.35,210.33,260.19,220.19,253.79,198.39,230.93,167.29,236.61,212.58,208.27,208.3,198.58,237.24,218.26,213.23,208.88,,25,965,33,26.02,
22.06.23 16:04:44,104.27,211.88,205.62,215.55,208.31,250.95,232.92,207.31,224.44,162.39,222.68,221.38,254.41,230.46,211.68,178.4,204.43,186.49,198.93,223.26,168.37,188.39,186.96,208.82,198.8,,25,965,33,26.02,
22.06.23 16:04:59,104.52,188.2,190.05,200.21,211.98,203.88,260.91,233.58,256.22,241.76,235.65,229.43,203.56,211.43,221.08,211.89,233.28,168.51,233.17,262.58,234.94,184.44,138.09,214.12,187.25,,25,965,33,25.99,
22.06.23 16:05:15,104.78,178.8,191.47,203.8,201.86,187.41,197.57,213.12,208.71,220.43,249.51,215.48,214.79,224.75,236.98,181.97,182.67,189.31,207.1,244.18,245.62,193.79,176.6,200.39,189.98,,25,965,33,25.96,
22.06.23 16:05:30,105.03,180.78,199.81,216.97,230.13,231.7,211.93,224.01,220.03,207.09,243.62,257.98,204.13,224.75,235.16,200.14,188.53,144.73,182.91,252.04,210.47,209.7,189.51,250.58,199.35,,25,965,33,25.96,
22.06.23 16:05:45,105.28,186.19,218.31,188.49,178.89,224.4,223.37,233.89,200.71,244.87,225.97,224.64,232.18,219.09,217.83,180.32,215.46,178.68,192.01,201.83,213.18,251.48,192.07,254.66,181.56,,25,965,33,25.94,
22.06.23 16:06:00,105.53,164.83,202.42,189.3,206.9,197.76,236.85,227.58,191.7,188.03,201.84,247.7,242.74,202.13,239.41,189.45,207.6,180.35,184.6,233.63,218.02,215.88,160.69,272.87,199.07,,25,965,33,25.92,
22.06.23 16:06:15,105.78,196.87,179.87,207.13,195.2,189.41,206.72,207.6,243.62,197.2,177.78,199.84,226.53,228.35,202.42,178.13,215.75,201.84,174.21,237.33,239.31,181.08,162.86,259.72,232.5,,25,965,33,25.89,
22.06.23 16:06:30,106.03,208.02,179.31,201.31,231.3,187.98,223.67,213.12,207.85,206.51,177.78,224.35,222.39,199.54,217.24,172.41,243,192.7,224.36,235.17,201.23,194.94,147.29,221.84,205.22,,25,965,33,25.89,
22.06.23 16:06:45,106.28,204.77,202.13,220.38,172.23,209.76,216.02,240.86,241.79,254.6,219.7,255.16,201.56,230.76,203.28,163.54,217.8,180.63,187.16,291.2,228.73,237.54,172.44,240.34,162.2,,25,965,33,25.88,
22.06.23 16:07:00,106.53,197.74,194.33,210.21,199.91,211.53,222.19,242.7,236.65,185.47,182.52,241.85,254.72,198.39,198.41,208.43,239.95,161.47,204.17,196.88,180.57,212.34,158.52,197.8,199.35,,25,965,33,25.88,
22.06.23 16:07:15,106.78,203.3,197.5,218.1,199.91,203.59,181.88,265.13,202.42,199.51,178.61,201.27,201.85,201.84,216.95,153.21,180.45,134.33,212.4,179.7,214.38,206.48,196.36,184.43,207.47,,25,965,33,25.88,
22.06.23 16:07:30,107.03,196.28,204.75,204.63,219.12,138.9,284.64,243.31,253.43,207.09,220.59,225.24,213.92,234.09,232.44,186.95,219.27,188.46,209.16,229.64,232.45,183.6,191.22,227.24,185.62,,25,965,33,25.88,
22.06.23 16:07:45,107.28,204.77,179.59,209.09,217.11,210.05,226.34,248.23,241.19,200.09,228.98,230.33,250.7,177.53,236.37,176.49,243.92,176.75,175.89,197.17,203.9,184.16,163.94,217.67,162.2,,25,965,33,25.88,
22.06.23 16:08:00,107.53,212.17,187.77,205.74,195.2,215.99,218.07,228.78,200.71,192.6,232.61,212.26,256.9,243.27,203.57,182.25,221.05,161.74,195.17,292.21,201.23,240.92,145.18,224.23,206.62,,25,965,33,25.89,
22.06.23 16:08:15,107.78,177.96,196.92,201.59,188.62,170.54,226.64,215.16,203.27,174.8,229.28,215.48,235.78,225.65,202.99,181.42,184.34,138.99,161.26,227.2,190.38,194.08,138.87,204.45,204.94,,25,965,33,25.88,
22.06.23 16:08:30,108.03,211.88,188.05,223.23,231.89,244.68,245.69,222.23,176.52,215.95,207.93,218.13,220.34,213.19,210.8,185.84,183.23,179.51,176.44,291.2,172.6,227.22,212.35,226.04,158.04,,25,965,33,25.89,
22.06.23 16:08:45,108.28,175.98,212.97,198.01,231.01,200.67,232.02,260.71,227.99,249.87,231.09,238.19,275.54,258.24,245.23,189.18,218.98,202.7,175.05,231.79,230.59,195.22,184.43,226.64,200.46,,25,965,33,25.91,
22.06.23 16:09:00,108.53,181.64,211.49,211.33,210.57,185.42,195.02,234.49,208.13,226.15,208.51,258.3,238.8,199.82,238.19,188.34,217.8,171.79,234.4,241.37,230.9,227.22,222.44,203.87,178.06,,25,965,33,25.92,
22.06.23 16:09:15,108.78,223.6,199.81,203.25,213.97,239.09,227.53,233.28,210.15,246.12,243.93,221.08,222.69,193.53,246.77,164.07,225.49,126.91,156.64,257.45,221.67,196.37,180.78,172.72,197.96,,25,965,33,25.92,
22.06.23 16:09:30,109.03,170.66,208.55,216.97,206.62,200.38,232.62,221.93,209.28,173.68,232.91,217.24,216.83,192.68,236.37,185.29,202.13,230.11,203,220.54,218.32,201.55,174.93,236.66,186.7,,25,965,33,25.92,
22.06.23 16:09:45,109.28,197.74,214.15,194.18,205.49,174.16,191.08,221.64,208.71,209.74,239.31,200.41,228.31,190.41,219.31,179.23,237.52,212.29,190.29,225.68,193.59,224.21,182.46,243.74,140.69,,25,965,33,25.94,
22.06.23 16:10:00,109.53,202.12,222.49,192.82,246.43,221.99,229.62,237.82,236.05,248.3,242.39,239.72,227.12,224.15,208.77,172.68,203.56,192.98,230.73,226.9,230.9,277.68,156.91,244.05,152.89,,25,965,33,25.94,
22.06.23 16:10:15,109.78,182.49,221.3,218.1,212.27,186.27,244.77,262.92,249.43,213.58,187.57,260.5,228.61,228.95,211.39,159.28,223.71,160.93,177.56,232.4,214.68,216.47,187.25,221.84,190.52,,25,965,33,25.92,
22.06.23 16:10:30,110.03,197.74,202.13,201.31,218.26,207.99,205,243.31,207.56,215.36,202.71,252.04,204.41,189.56,226.73,200.43,223.12,173.71,205.63,238.26,182.57,181.64,147.03,245.6,192.99,,25,965,33,25.92,
22.06.23 16:10:45,110.28,180.22,185.22,196.92,222.28,212.72,248.15,232.38,210.44,220.43,198.96,207.61,195.34,190.69,190.19,192.81,203.28,170.42,193.45,232.4,192.42,182.48,108.8,223.34,167.18,,25,965,33,25.92,
22.06.23 16:11:00,110.53,213.67,197.21,206.86,221.42,211.53,227.53,228.18,249.12,246.74,249.51,228.83,212.76,208.51,238.5,181.7,218.39,189.87,255.6,279.2,200.05,222.72,150.22,218.56,135.44,,25,965,33,25.92,
22.06.23 16:11:15,110.78,215.46,222.19,213.86,230.13,201.54,239.27,239.95,236.96,264.8,217.62,258.92,251.32,228.05,211.09,221.51,186.01,156.9,262.93,232.4,211.07,233.27,198.66,219.15,215.12,,25,965,33,25.89,
22.06.23 16:11:30,111.03,219.07,198.07,198.29,228.96,227.43,185.76,230.58,259.65,193.74,211.14,181.52,227.42,192.96,214.31,174.86,189.65,157.97,193.45,237.33,171.47,194.94,130.83,213.23,171.93,,25,965,33,25.88,
22.06.23 16:11:46,111.3,198.9,199.23,191.19,226.34,192.28,227.24,240.86,239.67,234.37,239.01,226.73,236.99,219.39,165.09,213.34,239.65,225.6,223.46,225.07,195.34,235.1,167.77,220.35,213.98,,25,965,33,25.88,
22.06.23 16:12:01,111.55,190.21,195.77,189.84,219.4,180.33,191.08,215.16,214.2,249.24,232.61,204.14,225.34,202.99,190.19,179.23,202.7,153.97,200.38,210.37,202.12,211.75,157.18,207.07,215.69,,25,965,33,25.86,
22.06.23 16:12:16,111.8,177.67,203.58,207.97,224.6,264.33,195.3,254.13,208.42,187.46,273.64,253.91,253.79,223.26,232.44,176.76,225.49,210.24,201.83,245.12,208.97,196.37,226.34,249.02,162.98,,25,965,33,25.85,
22.06.23 16:12:31,112.05,202.42,223.4,201.86,240.75,245.62,231.42,261.02,230.07,246.43,248.89,256.41,248.55,220.57,214.31,185.56,224.6,183.13,218.06,242.62,177.99,205.03,136.27,248.09,192.72,,25,965,33,25.85,
22.06.23 16:12:46,112.3,200.95,178.19,202.97,220.84,218.39,293.85,232.98,272.91,234.67,226.27,216.36,217.41,235.92,218.13,178.68,261.34,180.9,236.24,282.18,200.05,227.82,156.37,221.24,223.46,,25,965,33,25.85,
22.06.23 16:13:01,112.55,171.78,211.78,201.59,211.13,192.85,229.92,231.48,190.02,211.8,208.22,213.14,223.57,193.82,230.63,185.01,238.12,192.98,232.26,238.26,177.99,196.08,146.76,229.96,236.33,,25,965,33,25.85,
22.06.23 16:13:16,112.8,185.05,158.12,187.68,212.27,215.4,227.83,233.58,222.67,240.22,175.29,238.5,265.99,187.02,226.13,161.67,214.58,151.58,194.31,219.94,213.78,169.17,183.58,260.04,210.01,,25,965,33,25.86,
22.06.23 16:13:31,113.05,169.54,207.67,190.11,217.97,224.1,226.34,227.58,230.07,258.09,228.98,215.19,226.23,208.8,237.28,169.71,193.03,153.17,228.3,280.2,163.05,192.94,164.22,255.61,201.02,,25,965,33,25.86,
22.06.23 16:15:05,114.62,179.93,202.71,173.05,242.24,183.43,211.35,235.7,283.54,234.37,237.17,217.83,216.54,202.71,236.67,166.48,242.09,192.42,173.65,282.18,218.32,205.61,179.38,246.22,192.99,,25,965,33,25.96,
22.06.23 16:15:20,114.87,219.07,215.93,195.82,262.88,214.21,245.99,245.15,255.91,229.79,203.28,280.37,241.22,197.53,259.87,155.58,213.12,212.29,226.17,225.99,233.69,190.66,164.49,243.43,219.71,,25,965,33,25.99,
22.06.23 16:15:35,115.12,179.93,201.84,219.81,226.92,202.42,248.15,252.26,300.31,185.47,220.89,178.47,246.4,203.28,204.72,208.72,289.39,164.71,192.3,265.16,225.34,192.08,174.38,199.81,232.5,,25,965,33,26.03,
22.06.23 16:15:50,115.37,204.77,200.97,196.37,208.59,192.85,226.94,269.59,252.82,253.97,247.33,271.32,228.31,214.07,212.85,180.6,184.34,176.47,253.7,247,208.37,211.46,190.37,213.23,192.44,,25,965,33,26.08,
22.06.23 16:16:05,115.62,236.78,233.39,212.45,215.4,252.22,212.22,279.25,290.72,229.79,264.65,210.51,272.98,237.44,273.25,181.42,236.3,238.9,290.11,238.57,219.54,219.44,178.82,278.08,205.22,,25,965,33,26.1,
